,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Projected Value,Actual Scored,Iteration,date,Overlap Limit,Num_Games
8418,Stephen Curry,Shelvin Mack,Kevin Durant,LeBron James,Kawhi Leonard,Ed Davis,Manu Ginobili,Jonathon Simmons,246.308,291.5,14,Oct-25-2016,6,3
8419,C.J. McCollum,Joe Johnson,Kawhi Leonard,Maurice Harkless,Kristaps Porzingis,LaMarcus Aldridge,Rudy Gobert,Rodney Hood,250.288,291.25,11,Oct-25-2016,4,3
8420,Stephen Curry,Joe Johnson,LeBron James,Kawhi Leonard,Draymond Green,Boris Diaw,Rodney Hood,Sasha Vujacic,253.298,289.5,42,Oct-25-2016,3,3
8421,Damian Lillard,C.J. McCollum,Joe Johnson,Kevin Durant,Kristaps Porzingis,Kevin Love,Dewayne Dedmon,Courtney Lee,254.938,289.25,33,Oct-25-2016,3,3
8422,Damian Lillard,Joe Johnson,Kevin Durant,LeBron James,Derrick Rose,Boris Diaw,Klay Thompson,Jonathon Simmons,250.118,289.25,13,Oct-25-2016,4,3
8423,Joe Johnson,Kyrie Irving,Kevin Durant,Kawhi Leonard,Tony Parker,Kevin Love,Mason Plumlee,Manu Ginobili,247.448,288.5,18,Oct-25-2016,5,3
8424,Damian Lillard,LeBron James,Lance Thomas,Kawhi Leonard,Tony Parker,Kevin Love,Pau Gasol,Jonathon Simmons,261.198,287.25,17,Oct-25-2016,3,3
8425,Damian Lillard,Allen Crabbe,LeBron James,Kawhi Leonard,Derrick Rose,Al-Farouq Aminu,Trey Lyles,Rudy Gobert,248.688,286.25,31,Oct-25-2016,4,3
8426,Joe Johnson,Kevin Durant,LeBron James,Kevin Love,Pau Gasol,Patty Mills,Rodney Hood,Dante Exum,246.708,285.5,42,Oct-25-2016,5,3
8427,Kyrie Irving,LeBron James,Maurice Harkless,Derrick Rose,Draymond Green,LaMarcus Aldridge,Rodney Hood,Iman Shumpert,246.168,284.25,20,Oct-25-2016,6,3
8428,Damian Lillard,Joe Johnson,LeBron James,Kawhi Leonard,Meyers Leonard,Rudy Gobert,Joakim Noah,J.R. Smith,249.218,283.75,27,Oct-25-2016,4,3
8429,Damian Lillard,Kevin Durant,Derrick Rose,Kyle Anderson,Tony Parker,LaMarcus Aldridge,Kevin Love,J.R. Smith,246.618,283.5,48,Oct-25-2016,5,3
8430,Stephen Curry,Joe Johnson,Kyrie Irving,LeBron James,LaMarcus Aldridge,Mason Plumlee,J.R. Smith,Jonathon Simmons,264.208,283.5,11,Oct-25-2016,3,3
8431,C.J. McCollum,Kawhi Leonard,Carmelo Anthony,Maurice Harkless,George Hill,Tony Parker,Draymond Green,Kevin Love,246.608,283.0,49,Oct-25-2016,5,3
8432,Stephen Curry,Damian Lillard,Allen Crabbe,Shelvin Mack,Kawhi Leonard,Maurice Harkless,Kevin Love,Rudy Gobert,246.058,282.5,27,Oct-25-2016,6,3
8433,Evan Turner,Kyrie Irving,LeBron James,Kristaps Porzingis,Draymond Green,Dewayne Dedmon,Rodney Hood,J.R. Smith,246.638,280.0,45,Oct-25-2016,5,3
8434,Damian Lillard,C.J. McCollum,Joe Johnson,LeBron James,Kyle Anderson,Al-Farouq Aminu,LaMarcus Aldridge,Pau Gasol,277.798,279.5,2,Oct-25-2016,3,3
8435,Kyrie Irving,LeBron James,Kawhi Leonard,Kyle Anderson,Meyers Leonard,LaMarcus Aldridge,Rudy Gobert,Manu Ginobili,246.008,279.5,32,Oct-25-2016,6,3
8436,Damian Lillard,Kevin Durant,LeBron James,Maurice Harkless,George Hill,Kevin Love,Zaza Pachulia,Iman Shumpert,254.088,279.5,37,Oct-25-2016,3,3
8437,C.J. McCollum,Evan Turner,Kyrie Irving,LeBron James,George Hill,LaMarcus Aldridge,Joakim Noah,Manu Ginobili,245.848,279.25,37,Oct-25-2016,6,3
8438,Stephen Curry,Damian Lillard,Shelvin Mack,Kawhi Leonard,David West,Draymond Green,Kevin Love,Courtney Lee,246.188,277.75,18,Oct-25-2016,6,3
8439,Kyrie Irving,LeBron James,Kawhi Leonard,Carmelo Anthony,George Hill,Al-Farouq Aminu,Ed Davis,J.R. Smith,253.638,277.25,40,Oct-25-2016,3,3
8440,C.J. McCollum,Shelvin Mack,Kevin Durant,LeBron James,Carmelo Anthony,LaMarcus Aldridge,Dewayne Dedmon,J.R. Smith,252.708,277.0,43,Oct-25-2016,3,3
8441,Damian Lillard,Kawhi Leonard,Maurice Harkless,Kristaps Porzingis,Al-Farouq Aminu,Kevin Love,Rudy Gobert,Manu Ginobili,247.288,276.25,23,Oct-25-2016,5,3
8442,Damian Lillard,Joe Johnson,Kawhi Leonard,Carmelo Anthony,Draymond Green,Pau Gasol,Manu Ginobili,Courtney Lee,250.148,275.75,12,Oct-25-2016,4,3
8443,Damian Lillard,C.J. McCollum,Kyrie Irving,LeBron James,Kawhi Leonard,Maurice Harkless,Boris Diaw,Dewayne Dedmon,262.508,275.75,12,Oct-25-2016,3,3
8444,Stephen Curry,Damian Lillard,Joe Johnson,Andre Iguodala,Kristaps Porzingis,LaMarcus Aldridge,Trey Lyles,Rodney Hood,249.828,275.25,15,Oct-25-2016,4,3
8445,Kevin Durant,LeBron James,Kawhi Leonard,Derrick Rose,Trey Lyles,Mason Plumlee,Rodney Hood,Jonathon Simmons,250.808,275.0,8,Oct-25-2016,4,3
8446,Damian Lillard,Joe Johnson,LeBron James,Maurice Harkless,Kristaps Porzingis,Tony Parker,Draymond Green,Mason Plumlee,265.688,274.0,8,Oct-25-2016,3,3
8447,Stephen Curry,Kawhi Leonard,Andre Iguodala,Al-Farouq Aminu,LaMarcus Aldridge,Kevin Love,Rodney Hood,J.R. Smith,247.128,273.25,27,Oct-25-2016,5,3
8448,Stephen Curry,Damian Lillard,Maurice Harkless,Al-Farouq Aminu,Draymond Green,LaMarcus Aldridge,Klay Thompson,Jonathon Simmons,252.298,272.0,46,Oct-25-2016,3,3
8449,Stephen Curry,Damian Lillard,Evan Turner,George Hill,Meyers Leonard,LaMarcus Aldridge,Kevin Love,J.R. Smith,247.948,271.75,2,Oct-25-2016,5,3
8450,Damian Lillard,Kevin Durant,Kawhi Leonard,Joe Ingles,Al-Farouq Aminu,Draymond Green,Mason Plumlee,J.R. Smith,252.678,270.5,44,Oct-25-2016,3,3
8451,Kevin Durant,LeBron James,Kawhi Leonard,Kristaps Porzingis,Dewayne Dedmon,Klay Thompson,Dante Exum,Jonathon Simmons,247.318,270.0,22,Oct-25-2016,5,3
8452,Damian Lillard,LeBron James,Kyle Anderson,Draymond Green,Brandon Jennings,Kevin Love,Klay Thompson,Courtney Lee,248.558,269.75,35,Oct-25-2016,4,3
8453,Damian Lillard,Shelvin Mack,LeBron James,Kawhi Leonard,LaMarcus Aldridge,Mason Plumlee,Klay Thompson,Iman Shumpert,259.138,268.5,19,Oct-25-2016,3,3
8454,Stephen Curry,Shelvin Mack,Kevin Durant,Kawhi Leonard,Maurice Harkless,Kevin Love,Dewayne Dedmon,Rodney Hood,245.918,268.0,34,Oct-25-2016,6,3
8455,Stephen Curry,Damian Lillard,C.J. McCollum,Evan Turner,Joe Johnson,Kawhi Leonard,Ed Davis,Mason Plumlee,261.238,267.5,16,Oct-25-2016,3,3
8456,Kyrie Irving,Kevin Durant,LeBron James,Kyle Anderson,Draymond Green,Pau Gasol,Jonathon Simmons,Sasha Vujacic,255.458,265.25,32,Oct-25-2016,3,3
8457,C.J. McCollum,Joe Johnson,Shelvin Mack,Kyrie Irving,Kevin Durant,Draymond Green,Mason Plumlee,Klay Thompson,248.368,264.25,39,Oct-25-2016,4,3
8458,Damian Lillard,Evan Turner,Kyrie Irving,LeBron James,Andre Iguodala,Al-Farouq Aminu,Kevin Love,Mason Plumlee,262.148,263.5,13,Oct-25-2016,3,3
8459,C.J. McCollum,Evan Turner,Kevin Durant,Kawhi Leonard,Kristaps Porzingis,LaMarcus Aldridge,Zaza Pachulia,Iman Shumpert,246.978,262.5,33,Oct-25-2016,5,3
8460,Damian Lillard,Evan Turner,Kyrie Irving,Kevin Durant,Kyle Anderson,George Hill,Kristaps Porzingis,Boris Diaw,246.418,262.5,7,Oct-25-2016,6,3
8461,Kyrie Irving,LeBron James,Joe Ingles,Tony Parker,Draymond Green,Kevin Love,Klay Thompson,J.R. Smith,246.768,262.0,40,Oct-25-2016,5,3
8462,Damian Lillard,Kevin Durant,LeBron James,Kyle Anderson,Brandon Jennings,Ed Davis,Mason Plumlee,Rodney Hood,245.798,261.75,42,Oct-25-2016,6,3
8463,Evan Turner,Raul Neto,LeBron James,Kawhi Leonard,Kristaps Porzingis,Draymond Green,Rudy Gobert,Courtney Lee,246.398,261.75,8,Oct-25-2016,6,3
8464,Joe Johnson,Shelvin Mack,Kyrie Irving,LeBron James,Kawhi Leonard,Kristaps Porzingis,Trey Lyles,Pau Gasol,269.308,261.5,4,Oct-25-2016,3,3
8465,LeBron James,Kawhi Leonard,Tony Parker,Draymond Green,Rudy Gobert,Klay Thompson,J.R. Smith,Courtney Lee,247.918,261.0,3,Oct-25-2016,5,3
8466,C.J. McCollum,Evan Turner,LeBron James,Kawhi Leonard,George Hill,David West,Rudy Gobert,Klay Thompson,246.628,260.0,46,Oct-25-2016,5,3
8467,Damian Lillard,C.J. McCollum,Evan Turner,Kyrie Irving,Kristaps Porzingis,Meyers Leonard,LaMarcus Aldridge,J.R. Smith,247.728,259.75,10,Oct-25-2016,5,3
8468,Raul Neto,Kevin Durant,LeBron James,Kawhi Leonard,Draymond Green,Dewayne Dedmon,Klay Thompson,Courtney Lee,246.568,259.5,3,Oct-25-2016,6,3
8469,Stephen Curry,Allen Crabbe,Shelvin Mack,Kevin Durant,Kawhi Leonard,Tony Parker,Kevin Love,Mason Plumlee,246.378,259.5,10,Oct-25-2016,6,3
8470,Damian Lillard,Shelvin Mack,LeBron James,Derrick Rose,Meyers Leonard,Draymond Green,Pau Gasol,Rodney Hood,250.568,259.25,10,Oct-25-2016,4,3
8471,C.J. McCollum,LeBron James,Kawhi Leonard,Derrick Rose,Meyers Leonard,Tony Parker,Draymond Green,Joakim Noah,246.028,259.25,29,Oct-25-2016,6,3
8472,C.J. McCollum,LeBron James,Kawhi Leonard,Kyle Anderson,Kristaps Porzingis,Kevin Love,Mason Plumlee,J.R. Smith,271.898,259.25,3,Oct-25-2016,3,3
8473,Damian Lillard,C.J. McCollum,LeBron James,Carmelo Anthony,Rudy Gobert,Mason Plumlee,Courtney Lee,Jonathon Simmons,253.938,259.25,38,Oct-25-2016,3,3
8474,C.J. McCollum,Allen Crabbe,LeBron James,Kawhi Leonard,Meyers Leonard,Rudy Gobert,Pau Gasol,Rodney Hood,250.988,258.5,4,Oct-25-2016,4,3
8475,C.J. McCollum,Evan Turner,Kyrie Irving,Lance Thomas,Kawhi Leonard,LaMarcus Aldridge,Pau Gasol,Rodney Hood,250.608,257.25,9,Oct-25-2016,4,3
8476,Kyrie Irving,LeBron James,George Hill,Meyers Leonard,Kevin Love,Pau Gasol,Rodney Hood,Manu Ginobili,246.088,257.25,26,Oct-25-2016,6,3
8477,Stephen Curry,Damian Lillard,C.J. McCollum,Allen Crabbe,Carmelo Anthony,Al-Farouq Aminu,Kevin Love,Boris Diaw,247.178,257.25,26,Oct-25-2016,5,3
8478,Stephen Curry,LeBron James,Derrick Rose,Tony Parker,Kevin Love,Ed Davis,Rodney Hood,J.R. Smith,246.228,256.5,17,Oct-25-2016,6,3
8479,Stephen Curry,Evan Turner,Shelvin Mack,Kevin Durant,Andre Iguodala,George Hill,Kristaps Porzingis,LaMarcus Aldridge,245.708,256.0,50,Oct-25-2016,6,3
8480,Stephen Curry,Evan Turner,Kawhi Leonard,Kristaps Porzingis,Al-Farouq Aminu,Kevin Love,Rodney Hood,Iman Shumpert,246.808,256.0,37,Oct-25-2016,5,3
8481,Stephen Curry,C.J. McCollum,Joe Johnson,Kyrie Irving,Kristaps Porzingis,Draymond Green,Zaza Pachulia,Iman Shumpert,246.018,255.75,31,Oct-25-2016,6,3
8482,Stephen Curry,Joe Johnson,Kevin Durant,LeBron James,Al-Farouq Aminu,Tony Parker,Joakim Noah,Dewayne Dedmon,254.368,255.25,34,Oct-25-2016,3,3
8483,Stephen Curry,Evan Turner,LeBron James,Kawhi Leonard,Tony Parker,LaMarcus Aldridge,Trey Lyles,Dante Exum,254.198,255.25,36,Oct-25-2016,3,3
8484,Stephen Curry,Damian Lillard,Joe Johnson,Kyrie Irving,Kevin Durant,Joe Ingles,Trey Lyles,Boris Diaw,248.028,254.25,48,Oct-25-2016,4,3
8485,Stephen Curry,C.J. McCollum,LeBron James,Andre Iguodala,Joe Ingles,Draymond Green,LaMarcus Aldridge,Courtney Lee,256.458,253.75,29,Oct-25-2016,3,3
8486,Damian Lillard,Evan Turner,LeBron James,Kawhi Leonard,Derrick Rose,Kristaps Porzingis,Meyers Leonard,Chris Andersen,247.798,253.75,8,Oct-25-2016,5,3
8487,Stephen Curry,C.J. McCollum,Kevin Durant,Kawhi Leonard,Kyle Anderson,George Hill,Al-Farouq Aminu,Trey Lyles,257.108,253.5,26,Oct-25-2016,3,3
8488,Damian Lillard,Joe Johnson,Kevin Durant,Tony Parker,Ed Davis,Pau Gasol,Klay Thompson,Rodney Hood,246.018,253.0,30,Oct-25-2016,6,3
8489,C.J. McCollum,LeBron James,Carmelo Anthony,Maurice Harkless,Al-Farouq Aminu,Draymond Green,Joakim Noah,Rodney Hood,248.218,252.25,43,Oct-25-2016,4,3
8490,C.J. McCollum,Evan Turner,Kevin Durant,LeBron James,Derrick Rose,Al-Farouq Aminu,Zaza Pachulia,Rodney Hood,246.788,252.0,39,Oct-25-2016,5,3
8491,Damian Lillard,Kyrie Irving,LeBron James,Meyers Leonard,Tony Parker,LaMarcus Aldridge,Joakim Noah,Courtney Lee,247.008,251.25,30,Oct-25-2016,5,3
8492,Damian Lillard,C.J. McCollum,Evan Turner,LeBron James,Meyers Leonard,Draymond Green,Zaza Pachulia,Klay Thompson,249.678,251.0,17,Oct-25-2016,4,3
8493,Kevin Durant,LeBron James,Kyle Anderson,Tony Parker,LaMarcus Aldridge,Klay Thompson,Rodney Hood,Courtney Lee,247.858,251.0,5,Oct-25-2016,5,3
8494,Damian Lillard,LeBron James,Kawhi Leonard,Andre Iguodala,Kristaps Porzingis,Ed Davis,Joakim Noah,Courtney Lee,249.518,250.5,22,Oct-25-2016,4,3
8495,Kevin Durant,LeBron James,Kawhi Leonard,Ed Davis,Pau Gasol,Rodney Hood,Iman Shumpert,Dante Exum,246.358,249.75,11,Oct-25-2016,6,3
8496,C.J. McCollum,Kyrie Irving,LeBron James,Kristaps Porzingis,Al-Farouq Aminu,Tony Parker,Rudy Gobert,Iman Shumpert,249.058,249.25,29,Oct-25-2016,4,3
8497,Stephen Curry,Joe Johnson,Kawhi Leonard,Joe Ingles,Kristaps Porzingis,LaMarcus Aldridge,Dewayne Dedmon,Klay Thompson,248.678,249.0,32,Oct-25-2016,4,3
8498,C.J. McCollum,Allen Crabbe,Kevin Durant,Joe Ingles,Kristaps Porzingis,LaMarcus Aldridge,Pau Gasol,Rodney Hood,246.628,249.0,47,Oct-25-2016,5,3
8499,Stephen Curry,Damian Lillard,Kawhi Leonard,Kristaps Porzingis,Kevin Love,Trey Lyles,Iman Shumpert,Markel Brown,246.798,248.5,38,Oct-25-2016,5,3
8500,Stephen Curry,Damian Lillard,Allen Crabbe,LeBron James,Joe Ingles,George Hill,Ed Davis,Pau Gasol,256.608,247.75,28,Oct-25-2016,3,3
8501,Evan Turner,Allen Crabbe,Kyrie Irving,Kevin Durant,Kristaps Porzingis,LaMarcus Aldridge,Pau Gasol,Iman Shumpert,246.128,247.25,24,Oct-25-2016,6,3
8502,Damian Lillard,Evan Turner,LeBron James,Kyle Anderson,Kristaps Porzingis,Rudy Gobert,Dewayne Dedmon,Klay Thompson,250.888,247.25,7,Oct-25-2016,4,3
8503,Stephen Curry,C.J. McCollum,Joe Johnson,LeBron James,Maurice Harkless,Kevin Love,Trey Lyles,Klay Thompson,267.988,247.0,5,Oct-25-2016,3,3
8504,Damian Lillard,Kyrie Irving,LeBron James,Kyle Anderson,George Hill,Trey Lyles,Joakim Noah,Klay Thompson,249.438,246.25,24,Oct-25-2016,4,3
8505,C.J. McCollum,Kevin Durant,LeBron James,Maurice Harkless,Kristaps Porzingis,Rudy Gobert,Manu Ginobili,Sasha Vujacic,246.578,245.0,2,Oct-25-2016,6,3
8506,Joe Johnson,Kyrie Irving,Kevin Durant,Derrick Rose,Joe Ingles,Tony Parker,LaMarcus Aldridge,Pau Gasol,245.838,245.0,40,Oct-25-2016,6,3
8507,Kyrie Irving,Kevin Durant,Kawhi Leonard,Maurice Harkless,Draymond Green,Trey Lyles,Klay Thompson,Courtney Lee,247.978,244.5,1,Oct-25-2016,5,3
8508,Stephen Curry,Evan Turner,LeBron James,Derrick Rose,Kyle Anderson,George Hill,Draymond Green,Mason Plumlee,258.668,244.25,22,Oct-25-2016,3,3
8509,Damian Lillard,Joe Johnson,Kyrie Irving,Kevin Durant,Lance Thomas,Derrick Rose,Pau Gasol,Zaza Pachulia,246.608,244.0,50,Oct-25-2016,5,3
8510,Stephen Curry,C.J. McCollum,LeBron James,Lance Thomas,Kawhi Leonard,Rudy Gobert,Zaza Pachulia,Iman Shumpert,247.978,242.25,49,Oct-25-2016,4,3
8511,Stephen Curry,Damian Lillard,LeBron James,Derrick Rose,Meyers Leonard,Kevin Love,Dewayne Dedmon,Markel Brown,245.928,242.25,33,Oct-25-2016,6,3
8512,Joe Johnson,Kevin Durant,Maurice Harkless,Derrick Rose,Draymond Green,Pau Gasol,Klay Thompson,Rodney Hood,246.988,241.25,32,Oct-25-2016,5,3
8513,Damian Lillard,Evan Turner,Kyrie Irving,Joe Ingles,Kristaps Porzingis,LaMarcus Aldridge,Pau Gasol,Manu Ginobili,247.538,241.0,15,Oct-25-2016,5,3
8514,Stephen Curry,Damian Lillard,Shelvin Mack,LeBron James,Kristaps Porzingis,Al-Farouq Aminu,Zaza Pachulia,J.R. Smith,258.908,240.75,21,Oct-25-2016,3,3
8515,Kevin Durant,Kawhi Leonard,Maurice Harkless,Tony Parker,Kevin Love,Mason Plumlee,Klay Thompson,Rodney Hood,247.568,240.25,13,Oct-25-2016,5,3
8516,Damian Lillard,Kevin Durant,Kawhi Leonard,Maurice Harkless,Meyers Leonard,LaMarcus Aldridge,Pau Gasol,Sasha Vujacic,255.558,239.0,31,Oct-25-2016,3,3
8517,Stephen Curry,Allen Crabbe,Kevin Durant,LeBron James,Kevin Love,Mason Plumlee,Dante Exum,Sasha Vujacic,247.268,239.0,25,Oct-25-2016,5,3
8518,C.J. McCollum,Kyrie Irving,Kawhi Leonard,Carmelo Anthony,Meyers Leonard,Tony Parker,LaMarcus Aldridge,Mason Plumlee,247.078,238.75,28,Oct-25-2016,5,3
8519,Evan Turner,Shelvin Mack,Kevin Durant,Derrick Rose,George Hill,Kristaps Porzingis,Kevin Love,Pau Gasol,247.418,238.5,19,Oct-25-2016,5,3
8520,Damian Lillard,Evan Turner,Kawhi Leonard,Carmelo Anthony,Al-Farouq Aminu,Rudy Gobert,Pau Gasol,Iman Shumpert,247.008,237.5,31,Oct-25-2016,5,3
8521,Damian Lillard,Kawhi Leonard,George Hill,Kristaps Porzingis,David West,Pau Gasol,Mason Plumlee,Rodney Hood,252.648,236.5,45,Oct-25-2016,3,3
8522,Evan Turner,Kevin Durant,Kawhi Leonard,Kristaps Porzingis,Kevin Love,Pau Gasol,Iman Shumpert,Dante Exum,247.568,236.25,14,Oct-25-2016,5,3
8523,Joe Johnson,Kevin Durant,Carmelo Anthony,Derrick Rose,Al-Farouq Aminu,Kevin Love,Mason Plumlee,Klay Thompson,247.538,236.0,16,Oct-25-2016,5,3
8524,Kyrie Irving,Kevin Durant,Kyle Anderson,Al-Farouq Aminu,LaMarcus Aldridge,Mason Plumlee,Klay Thompson,Rodney Hood,246.128,236.0,23,Oct-25-2016,6,3
8525,C.J. McCollum,Evan Turner,Kevin Durant,Kyle Anderson,Kristaps Porzingis,Tony Parker,LaMarcus Aldridge,Klay Thompson,246.158,236.0,22,Oct-25-2016,6,3
8526,Stephen Curry,Kevin Durant,Kawhi Leonard,Carmelo Anthony,Tony Parker,Boris Diaw,Mason Plumlee,Jonathon Simmons,245.868,236.0,36,Oct-25-2016,6,3
8527,Stephen Curry,Shelvin Mack,Kevin Durant,Kawhi Leonard,Andre Iguodala,Ed Davis,Pau Gasol,Rodney Hood,246.938,235.0,34,Oct-25-2016,5,3
8528,Stephen Curry,Kevin Durant,LeBron James,Maurice Harkless,Ed Davis,Rudy Gobert,J.R. Smith,Dante Exum,248.338,234.75,40,Oct-25-2016,4,3
8529,Stephen Curry,Evan Turner,Kawhi Leonard,Maurice Harkless,Kristaps Porzingis,Draymond Green,Joakim Noah,J.R. Smith,249.708,234.5,16,Oct-25-2016,4,3
8530,Stephen Curry,Joe Johnson,LeBron James,Derrick Rose,Andre Iguodala,Rudy Gobert,Pau Gasol,Manu Ginobili,251.678,234.5,49,Oct-25-2016,3,3
8531,Joe Johnson,Kyrie Irving,Kevin Durant,Carmelo Anthony,Cory Jefferson,LaMarcus Aldridge,Pau Gasol,Courtney Lee,246.458,234.0,6,Oct-25-2016,6,3
8532,Damian Lillard,Evan Turner,Kevin Durant,LeBron James,Trey Lyles,Pau Gasol,J.R. Smith,Courtney Lee,264.698,233.75,9,Oct-25-2016,3,3
8533,Evan Turner,Kawhi Leonard,Carmelo Anthony,Derrick Rose,Kristaps Porzingis,Al-Farouq Aminu,LaMarcus Aldridge,Mason Plumlee,251.038,233.5,3,Oct-25-2016,4,3
8534,Damian Lillard,Kawhi Leonard,Maurice Harkless,Joe Ingles,Kristaps Porzingis,Kevin Love,Joakim Noah,Klay Thompson,246.168,233.25,19,Oct-25-2016,6,3
8535,Kevin Durant,LeBron James,Kawhi Leonard,Derrick Rose,Brandon Jennings,Boris Diaw,Pau Gasol,Iman Shumpert,247.828,232.25,6,Oct-25-2016,5,3
8536,Stephen Curry,Kawhi Leonard,Carmelo Anthony,Andre Iguodala,Kevin Love,Mason Plumlee,Klay Thompson,Jonathon Simmons,245.748,231.25,47,Oct-25-2016,6,3
8537,Kevin Durant,Carmelo Anthony,Kristaps Porzingis,Tony Parker,LaMarcus Aldridge,Pau Gasol,Courtney Lee,Jonathon Simmons,246.508,231.0,5,Oct-25-2016,6,3
8538,Damian Lillard,Allen Crabbe,Kyrie Irving,Kevin Durant,Derrick Rose,Pau Gasol,Mason Plumlee,Iman Shumpert,245.798,231.0,41,Oct-25-2016,6,3
8539,Stephen Curry,C.J. McCollum,Allen Crabbe,Kyrie Irving,Kristaps Porzingis,Al-Farouq Aminu,Mason Plumlee,Rodney Hood,248.218,231.0,42,Oct-25-2016,4,3
8540,Stephen Curry,Kyrie Irving,Maurice Harkless,Kyle Anderson,Kristaps Porzingis,LaMarcus Aldridge,Kevin Love,Courtney Lee,256.798,230.5,27,Oct-25-2016,3,3
8541,C.J. McCollum,Kyrie Irving,Kevin Durant,Maurice Harkless,Al-Farouq Aminu,Kevin Love,Pau Gasol,J.R. Smith,261.258,230.5,15,Oct-25-2016,3,3
8542,Damian Lillard,Kyrie Irving,Kawhi Leonard,Derrick Rose,Al-Farouq Aminu,Pau Gasol,Joakim Noah,Iman Shumpert,246.588,229.75,1,Oct-25-2016,6,3
8543,Stephen Curry,Kyrie Irving,LeBron James,Derrick Rose,Joe Ingles,Al-Farouq Aminu,Trey Lyles,Rodney Hood,247.288,229.75,24,Oct-25-2016,5,3
8544,Stephen Curry,C.J. McCollum,Joe Johnson,Lance Thomas,Carmelo Anthony,Draymond Green,Pau Gasol,J.R. Smith,249.438,229.5,25,Oct-25-2016,4,3
8545,Evan Turner,Kyrie Irving,LeBron James,Maurice Harkless,Tony Parker,Rudy Gobert,Pau Gasol,Rodney Hood,251.178,228.5,2,Oct-25-2016,4,3
8546,Stephen Curry,Joe Johnson,Carmelo Anthony,Maurice Harkless,Tony Parker,LaMarcus Aldridge,Pau Gasol,Rodney Hood,251.228,227.0,1,Oct-25-2016,4,3
8547,Stephen Curry,C.J. McCollum,Kyrie Irving,LeBron James,Kyle Anderson,Meyers Leonard,Zaza Pachulia,Rodney Hood,248.828,227.0,30,Oct-25-2016,4,3
8548,C.J. McCollum,Kawhi Leonard,Andre Iguodala,Kristaps Porzingis,Al-Farouq Aminu,Draymond Green,Pau Gasol,Klay Thompson,258.638,226.75,23,Oct-25-2016,3,3
8549,Kevin Durant,Kawhi Leonard,Derrick Rose,Kristaps Porzingis,Tony Parker,Ed Davis,Pau Gasol,J.R. Smith,249.568,226.5,20,Oct-25-2016,4,3
8550,Stephen Curry,Kevin Durant,Andre Iguodala,Al-Farouq Aminu,LaMarcus Aldridge,Pau Gasol,Rodney Hood,Iman Shumpert,247.768,225.75,9,Oct-25-2016,5,3
8551,Damian Lillard,Kyrie Irving,Carmelo Anthony,Andre Iguodala,Tony Parker,LaMarcus Aldridge,Pau Gasol,Courtney Lee,246.318,225.5,13,Oct-25-2016,6,3
8552,C.J. McCollum,Kevin Durant,LeBron James,Andre Iguodala,George Hill,Tony Parker,Pau Gasol,Mason Plumlee,264.538,225.25,10,Oct-25-2016,3,3
8553,Stephen Curry,Damian Lillard,LeBron James,Meyers Leonard,Brandon Jennings,Trey Lyles,Mason Plumlee,Rodney Hood,246.168,225.0,21,Oct-25-2016,6,3
8554,Evan Turner,Allen Crabbe,Kevin Durant,Kristaps Porzingis,Tony Parker,Kevin Love,Pau Gasol,Klay Thompson,245.738,224.75,49,Oct-25-2016,6,3
8555,Stephen Curry,Shelvin Mack,Kevin Durant,Kawhi Leonard,Derrick Rose,Kristaps Porzingis,Boris Diaw,Courtney Lee,245.838,224.75,39,Oct-25-2016,6,3
8556,Stephen Curry,C.J. McCollum,Evan Turner,LeBron James,Kristaps Porzingis,Boris Diaw,Pau Gasol,Jonathon Simmons,266.988,224.25,7,Oct-25-2016,3,3
8557,Damian Lillard,C.J. McCollum,LeBron James,Lance Thomas,Joe Ingles,Kristaps Porzingis,Joakim Noah,Klay Thompson,247.358,224.25,21,Oct-25-2016,5,3
8558,Stephen Curry,Allen Crabbe,Kevin Durant,LeBron James,Boris Diaw,Mason Plumlee,Klay Thompson,Manu Ginobili,247.618,223.75,11,Oct-25-2016,5,3
8559,LeBron James,Maurice Harkless,George Hill,Kristaps Porzingis,LaMarcus Aldridge,Pau Gasol,Klay Thompson,J.R. Smith,267.668,223.75,6,Oct-25-2016,3,3
8560,LeBron James,Carmelo Anthony,Kristaps Porzingis,Al-Farouq Aminu,Tony Parker,Pau Gasol,Rodney Hood,Manu Ginobili,248.558,223.75,34,Oct-25-2016,4,3
8561,Damian Lillard,Kyrie Irving,Kevin Durant,Andre Iguodala,Kristaps Porzingis,Boris Diaw,Pau Gasol,Iman Shumpert,247.578,223.25,12,Oct-25-2016,5,3
8562,Stephen Curry,Damian Lillard,Evan Turner,Maurice Harkless,Kevin Love,Pau Gasol,Rodney Hood,Dante Exum,249.198,222.5,28,Oct-25-2016,4,3
8563,Stephen Curry,Damian Lillard,LeBron James,Meyers Leonard,Kevin Love,Joakim Noah,Courtney Lee,Markel Brown,245.878,222.25,35,Oct-25-2016,6,3
8564,Stephen Curry,LeBron James,Carmelo Anthony,George Hill,Kristaps Porzingis,Trey Lyles,Dewayne Dedmon,Courtney Lee,251.698,221.25,48,Oct-25-2016,3,3
8565,Stephen Curry,Damian Lillard,LeBron James,Maurice Harkless,Kyle Anderson,Rudy Gobert,Joakim Noah,Sasha Vujacic,248.568,221.0,33,Oct-25-2016,4,3
